title,winery,grape,vintage,isblend,height,min-diam,max-diam,weight,rating-spectator,rating-advocate,rating-cellar,objectid,price,color,basecolor,latitude,longitude,location,filename,format,subregion,region,country
Francis Ford Coppola Diamond Collection Cabernet Sauvignon,FrancisCoppola,CabernetSauvignon,2019,FALSE,4.45,1.91,2.06,29.4,,,86.8,CoppCabSauvCork01,18.99,#ecd37b,#e2b2b0,38.6795595,-122.8923422,"Paso Robles, California, United States",CoppCabSauvCork01.jpg,Image;StillImage,Paso Robles,California,United States
